	CCMD34381688ST-21-0_erectale.tsv	G78505_erectale.tsv	G88884_erectale.tsv	G88970_erectale.tsv	G89027_erectale.tsv	H2M514903_erectale.tsv	HD-1_erectale.tsv	T2D-063_erectale.tsv	T2D-105_erectale.tsv
UniRef90_C4ZH56	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH57	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH58	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH59	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH60	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH61	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH62	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH63	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH64	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH65	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH66	0	1	0	0	1	0	0	0	0
UniRef90_C4ZH67	1	1	1	1	1	1	1	1	1
UniRef90_C4ZH68	0	0	0	1	0	0	1	0	0
UniRef90_C4ZH69	1	1	1	1	1	1	1	1	0
UniRef90_C4ZH72	0	0	0	1	1	1	0	0	1
UniRef90_C4ZH75	1	1	1	1	1	1	1	1	1
UniRef90_C4ZH81	1	1	1	1	1	1	1	1	1
UniRef90_C4ZH87	1	1	1	1	1	1	1	1	0
UniRef90_C4ZH88	1	0	1	1	1	1	0	0	0
UniRef90_C4ZH89	1	0	1	1	1	0	1	1	0
UniRef90_C4ZH93	0	0	0	0	1	0	0	0	0
UniRef90_C4ZH94	0	0	0	0	1	0	0	0	0
UniRef90_C4ZHA1	1	0	0	0	0	0	0	0	0
UniRef90_C4ZHA3	1	0	0	0	0	0	1	0	0
UniRef90_C4ZHA8	0	0	1	0	0	0	1	0	0
UniRef90_C4ZHB7	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHB9	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHC0	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHD1	1	1	1	0	0	0	1	0	0
UniRef90_C4ZHD7	0	1	0	0	0	0	0	0	0
UniRef90_C4ZHE0	0	0	0	0	0	0	1	0	0
UniRef90_C4ZHE1	0	0	0	0	0	0	1	0	0
UniRef90_C4ZHF0	0	1	0	0	0	0	1	0	0
UniRef90_C4ZHF7	0	1	1	1	1	1	1	1	1
UniRef90_C4ZHG3	1	1	1	1	1	0	1	0	1
UniRef90_C4ZHG5	1	1	0	1	0	0	1	0	0
UniRef90_C4ZHH2	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHH4	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHH5	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHH6	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHH9	0	1	0	0	0	0	1	0	0
UniRef90_C4ZHI7	1	1	1	0	1	1	1	0	0
UniRef90_C4ZHI8	0	0	1	0	0	0	1	0	0
UniRef90_C4ZHL5	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHN1	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHN3	1	1	1	0	0	0	0	0	0
UniRef90_C4ZHN8	1	0	0	1	0	0	0	0	0
UniRef90_C4ZHP1	1	1	1	1	0	0	1	0	0
UniRef90_C4ZHP5	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHP9	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHQ0	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHQ5	1	1	0	0	1	0	1	0	0
UniRef90_C4ZHQ9	1	1	1	1	1	1	1	0	1
UniRef90_C4ZHR3	0	1	0	1	1	1	1	0	1
UniRef90_C4ZHR8	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHS0	0	0	1	0	0	0	0	0	0
UniRef90_C4ZHS4	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHT2	1	1	0	0	1	0	1	0	1
UniRef90_C4ZHT8	1	0	1	0	1	1	1	0	0
UniRef90_C4ZHU8	0	0	1	0	0	1	0	0	0
UniRef90_C4ZHV1	0	0	1	0	0	1	0	0	0
UniRef90_C4ZHV7	0	1	0	1	1	0	1	1	1
UniRef90_C4ZHW5	1	1	0	1	1	1	1	1	0
UniRef90_C4ZHW9	1	1	0	0	0	1	0	0	0
UniRef90_C4ZHX4	1	1	1	1	1	1	1	0	1
UniRef90_C4ZHX9	0	0	1	1	0	0	0	0	0
UniRef90_C4ZHY3	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHY6	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHZ1	1	1	1	1	1	1	1	1	1
UniRef90_C4ZHZ7	0	1	0	0	0	0	0	0	0
UniRef90_C4ZI01	0	0	0	1	1	1	0	0	0
UniRef90_C4ZI03	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI07	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI12	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI15	0	1	0	0	1	0	0	0	0
UniRef90_C4ZI16	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI18	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI19	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI20	0	0	0	0	1	0	0	0	0
UniRef90_C4ZI23	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI25	1	0	0	0	0	0	0	0	1
UniRef90_C4ZI26	1	0	0	1	0	0	0	0	1
UniRef90_C4ZI30	0	1	0	0	0	0	0	0	1
UniRef90_C4ZI38	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI42	1	1	0	0	0	1	1	1	0
UniRef90_C4ZI50	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI52	1	1	1	1	1	1	1	0	0
UniRef90_C4ZI54	1	1	0	0	1	0	1	0	0
UniRef90_C4ZI61	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI64	0	0	1	1	1	0	0	0	1
UniRef90_C4ZI65	0	0	1	1	1	0	1	0	1
UniRef90_C4ZI69	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI71	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI72	0	1	0	1	1	0	1	0	0
UniRef90_C4ZI73	0	1	1	1	1	0	1	0	0
UniRef90_C4ZI75	0	1	1	1	1	1	1	0	1
UniRef90_C4ZI77	0	0	0	1	1	0	1	0	0
UniRef90_C4ZI79	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI82	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI84	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI85	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI86	1	0	0	1	0	0	0	0	0
UniRef90_C4ZI87	1	1	1	1	1	1	1	1	1
UniRef90_C4ZI89	1	1	1	1	1	1	1	1	1
UniRef90_C4ZIA2	0	1	0	0	0	0	1	1	1
UniRef90_C4ZIA3	1	1	1	1	1	1	1	1	1
UniRef90_C4ZIA5	0	0	0	0	1	0	1	0	0
UniRef90_C4ZIA7	1	0	0	1	0	0	1	0	0
UniRef90_C5EP91	0	0	1	0	0	0	0	0	0
UniRef90_C5EP92	0	0	1	0	0	0	0	0	0
UniRef90_C5EP95	0	0	1	0	0	0	0	0	0
UniRef90_C5EP98	0	0	1	0	0	0	0	0	0
UniRef90_C5EP99	0	0	1	0	0	0	0	0	0
UniRef90_C5EPA0	0	0	1	0	0	0	0	0	0
UniRef90_C5EPA1	0	0	1	0	0	0	0	0	0
UniRef90_C5EPA3	0	0	1	0	0	0	0	0	0
UniRef90_C5EPB1	0	0	1	0	0	0	0	0	0
UniRef90_C5EPB5	0	0	1	0	0	0	0	0	0
UniRef90_C5EPC4	0	0	1	0	0	0	0	0	0
UniRef90_C5EPD3	0	0	1	0	0	0	0	0	0
UniRef90_C5EPD8	0	0	1	0	0	0	0	0	0
UniRef90_C5ER71	1	1	1	0	0	1	1	1	1
UniRef90_C6J8G3	0	1	1	1	1	1	1	1	1
UniRef90_C6J8G4	1	1	1	1	1	1	1	1	1
UniRef90_C6J8H1	1	1	1	1	1	0	1	0	0
UniRef90_C6JA81	1	0	1	0	1	1	0	1	1
UniRef90_C6JD03	1	1	1	1	1	1	1	1	0
UniRef90_C6JES5	1	0	1	1	1	1	1	1	1
UniRef90_C6JES6	1	0	1	1	1	1	1	1	1
UniRef90_C6JHS6	1	1	1	1	1	1	1	0	1
UniRef90_C6LD59	1	0	0	0	0	0	0	0	0
UniRef90_C6LD75	1	0	1	1	1	0	1	0	0
UniRef90_C6LD80	1	1	1	1	0	0	0	1	0
UniRef90_C6LD81	1	1	1	1	1	1	1	1	1
UniRef90_C6LD83	1	1	1	1	1	1	0	0	1
UniRef90_C6LDA3	1	0	1	1	1	0	1	0	0
UniRef90_C6LDB1	0	0	1	1	1	1	1	0	0
UniRef90_C6LDB8	0	0	0	1	0	0	1	0	0
UniRef90_C6LDC5	1	1	1	1	1	0	1	0	1
UniRef90_C6LDC9	1	0	1	1	1	1	1	1	1
UniRef90_C6LDD1	1	0	1	1	1	1	1	1	1
UniRef90_C6LDD5	1	1	1	1	1	1	1	1	0
UniRef90_C6LEA8	0	0	0	0	0	0	0	1	0
UniRef90_C7G7N6	0	1	0	1	1	0	1	1	1
UniRef90_C7G920	1	1	1	1	1	1	1	0	1
UniRef90_C7G9L8	1	1	1	1	1	1	1	1	1
UniRef90_C7G9X7	1	0	1	1	1	1	1	1	0
UniRef90_C7GA19	1	1	1	1	1	1	1	1	1
UniRef90_C7GAQ4	0	1	1	1	1	0	1	0	0
UniRef90_C7GB50	1	0	1	0	1	1	0	1	1
UniRef90_C7GB52	1	0	1	0	1	1	0	1	1
UniRef90_C7GDD3	0	1	1	0	1	0	1	0	0
UniRef90_C7GDE2	1	1	1	1	1	0	1	0	0
UniRef90_C7GDM5	1	1	1	1	1	1	1	1	1
UniRef90_C7GDQ5	0	0	1	0	0	0	0	0	0
UniRef90_C7GET5	0	0	0	0	1	1	1	0	0
UniRef90_C7GEU3	1	1	1	1	1	1	1	1	1
UniRef90_C7GF89	1	0	1	1	0	0	1	0	1
UniRef90_C7GFR3	1	0	1	1	0	1	1	0	0
UniRef90_C7GG84	1	1	0	0	0	0	1	1	1
UniRef90_C7GG95	1	0	1	1	1	1	1	1	0
UniRef90_C7GH38	0	0	1	0	0	0	1	0	0
UniRef90_C7GHL3	0	0	0	0	0	0	0	0	1
UniRef90_C7GHL8	1	1	1	1	1	1	1	0	1
UniRef90_C7GHT9	0	1	1	1	0	1	1	0	1
UniRef90_C7GHW0	1	1	1	1	1	0	1	1	1
UniRef90_C7GHW3	0	0	0	0	0	0	0	1	0
UniRef90_C7GI03	1	1	1	1	1	1	1	1	1
UniRef90_C7H1C9	1	1	1	1	1	1	1	0	1
UniRef90_C7H1D1	1	1	1	1	1	1	1	1	1
UniRef90_C7H2T7	1	1	1	1	1	1	1	1	1
UniRef90_C7H3I1	1	1	1	1	1	1	1	1	1
UniRef90_C7H5A0	1	1	1	1	1	1	1	1	1
UniRef90_C7H6G9	0	0	0	0	1	0	0	0	0
UniRef90_C7H6H2	0	0	0	0	1	0	0	0	0
UniRef90_C7H6H9	0	0	0	0	1	0	0	0	0
UniRef90_C7H6I0	0	0	0	0	1	0	0	0	0
UniRef90_C7H6R1	1	1	1	1	1	1	1	1	1
UniRef90_C7H6T0	1	1	1	1	1	1	1	1	1
UniRef90_C7H6T3	1	1	1	1	1	1	1	1	1
UniRef90_C7H6U5	1	1	1	1	1	1	1	1	1
UniRef90_C7H6X7	0	1	0	1	1	1	0	1	0
UniRef90_C7H6X8	0	1	0	1	1	1	1	0	0
UniRef90_C7H6X9	0	1	0	1	1	1	1	1	0
UniRef90_C7H6Y0	0	1	0	1	0	1	0	0	0
UniRef90_C7H6Y1	1	1	1	1	1	1	1	1	1
UniRef90_C7H716	1	1	1	1	1	1	0	1	0
UniRef90_C7H7K4	1	1	1	1	1	1	1	1	1
UniRef90_C7H7M0	0	0	1	1	1	0	1	1	1
UniRef90_C9L6J1	0	0	0	1	1	0	1	0	0
UniRef90_C9L7G1	1	1	1	1	1	1	1	1	1
UniRef90_C9L7J1	1	1	1	1	1	1	1	1	1
UniRef90_C9L7J3	1	1	1	1	1	1	1	1	1
UniRef90_C9L7J4	1	1	1	1	1	1	1	1	1
UniRef90_C9LAK2	0	0	1	0	0	0	1	0	1
UniRef90_C9LAK4	0	0	1	0	0	0	1	0	1
UniRef90_C9LBX9	0	0	1	1	1	0	1	1	0
UniRef90_C9LBZ0	0	0	0	0	1	0	1	0	1
UniRef90_C9LCK8	1	0	0	0	1	0	1	0	0
UniRef90_C9YME1	1	1	1	1	1	1	1	1	1
UniRef90_C9YMF1	1	1	1	1	1	1	1	1	1
UniRef90_C9YMF2	1	1	1	1	1	1	1	1	1
UniRef90_D0VWU2	1	1	1	1	1	1	1	1	1
UniRef90_D0VX02	1	1	1	1	1	1	1	1	1
UniRef90_D0VX10	0	1	0	0	1	0	0	0	0
UniRef90_D1PJ38	1	1	1	1	1	1	1	1	1
UniRef90_D3AGE9	1	1	1	1	1	1	0	1	0
UniRef90_D3AGF1	1	1	1	1	0	1	1	1	0
UniRef90_D3AQS6	1	1	1	1	1	1	1	1	1
UniRef90_D3AUQ8	1	1	1	0	0	1	1	1	1
UniRef90_D4C6N2	1	1	1	1	1	1	1	1	1
UniRef90_D4C8E1	0	0	0	0	0	0	1	0	0
UniRef90_D4C8E2	0	1	1	1	1	1	1	1	1
UniRef90_D4C9U9	0	0	1	0	1	1	1	1	0
UniRef90_D4CBH8	0	0	0	0	0	1	0	0	0
UniRef90_D4CC85	0	0	1	1	0	0	0	0	0
UniRef90_D4IZF5	1	1	1	1	1	1	1	1	1
UniRef90_D4J3R6	1	1	1	1	1	1	1	1	1
UniRef90_D4J494	1	1	1	1	1	1	1	0	0
UniRef90_D4J497	1	1	1	1	0	1	1	0	0
UniRef90_D4J4C3	1	1	1	1	1	1	1	1	1
UniRef90_D4J4E9	1	1	1	1	1	1	1	0	1
UniRef90_D4J5W5	1	0	1	1	1	1	1	1	0
UniRef90_D4J5W6	1	0	1	1	1	1	1	1	0
UniRef90_D4J5W9	1	0	1	1	1	1	0	1	0
UniRef90_D4J5X4	1	0	1	1	1	1	1	1	0
UniRef90_D4J5X8	1	0	1	1	1	1	1	1	0
UniRef90_D4J5Y3	1	0	1	1	1	1	1	1	0
UniRef90_D4J5Y4	1	0	1	1	1	1	1	1	0
UniRef90_D4J5Y5	1	0	1	1	1	1	1	1	0
UniRef90_D4J5Y7	1	0	1	1	1	0	0	1	0
UniRef90_D4J5Y8	1	0	1	1	1	1	0	1	0
UniRef90_D4J611	1	0	0	1	1	1	0	1	0
UniRef90_D4J612	1	0	1	1	1	1	0	1	0
UniRef90_D4J625	0	0	1	1	0	0	0	0	0
UniRef90_D4J629	0	0	1	1	0	0	0	0	0
UniRef90_D4J631	0	0	1	1	0	0	1	0	0
UniRef90_D4J636	1	0	1	1	0	0	0	0	0
UniRef90_D4J638	1	0	1	1	0	0	1	0	0
UniRef90_D4J670	0	1	1	0	0	0	0	0	1
UniRef90_D4J6P6	1	1	1	1	1	0	0	0	0
UniRef90_D4J6P8	1	1	1	1	1	0	0	0	0
UniRef90_D4J6Q7	1	1	1	1	1	0	0	0	0
UniRef90_D4J6Q8	1	1	1	1	1	0	0	0	0
UniRef90_D4J6Q9	1	1	1	1	1	0	0	0	0
UniRef90_D4J9B8	1	0	1	1	1	0	0	1	0
UniRef90_D4J9C1	0	0	1	0	1	0	0	1	0
UniRef90_D4J9C6	1	1	1	1	1	1	1	1	1
UniRef90_D4J9C8	1	1	1	1	1	1	1	1	1
UniRef90_D4JA83	1	0	1	0	0	0	0	0	0
UniRef90_D4JA84	1	0	1	0	0	0	0	0	0
UniRef90_D4JAY3	1	0	1	1	1	0	0	0	0
UniRef90_D4JB62	1	1	1	1	1	1	1	1	1
UniRef90_D4JB63	1	1	1	1	1	1	1	1	1
UniRef90_D4JB76	1	0	1	1	1	1	1	1	1
UniRef90_D4JBI5	1	1	1	1	1	0	1	1	1
UniRef90_D4JBJ4	1	1	1	1	1	0	1	1	0
UniRef90_D4JD40	1	1	1	1	1	1	1	1	1
UniRef90_D4JD44	0	0	1	0	0	0	0	0	0
UniRef90_D4JD89	1	0	1	1	1	1	1	1	0
UniRef90_D4JD93	1	1	1	1	1	1	1	1	1
UniRef90_D4JE85	1	1	1	1	0	0	0	1	0
UniRef90_D4JEA0	0	0	1	1	0	0	1	0	0
UniRef90_D4JEB9	1	1	1	1	0	1	0	1	1
UniRef90_D4JEF1	1	1	1	1	1	1	1	1	1
UniRef90_D4JEF3	1	1	1	1	1	1	1	1	1
UniRef90_D4JEF4	1	1	1	1	0	1	1	0	0
UniRef90_D4JEF6	1	1	1	0	0	1	1	1	1
UniRef90_D4JG11	1	1	1	1	1	1	1	1	1
UniRef90_D4JGG0	0	1	1	0	1	0	0	0	0
UniRef90_D4JGG1	0	1	1	0	1	0	0	0	0
UniRef90_D4JGG2	0	1	1	0	1	0	0	0	0
UniRef90_D4JGK0	0	0	0	0	0	1	1	1	0
UniRef90_D4JGL5	1	0	0	0	0	0	0	1	0
UniRef90_D4JGL8	1	1	1	1	1	1	1	1	1
UniRef90_D4JGN4	0	1	0	0	0	0	0	0	0
UniRef90_D4JGN5	0	1	0	0	0	0	0	0	0
UniRef90_D4JGN6	0	1	0	0	0	0	0	0	0
UniRef90_D4JGN7	0	1	1	1	1	0	1	0	1
UniRef90_D4JGN8	0	1	1	1	1	0	1	0	1
UniRef90_D4JGP7	0	0	0	0	1	0	0	1	1
UniRef90_D4JGR8	1	1	1	1	1	1	1	1	1
UniRef90_D4JGU1	1	1	1	1	1	1	1	0	1
UniRef90_D4JGW2	1	1	1	1	1	1	1	1	1
UniRef90_D4JGW9	1	1	1	1	1	1	1	1	1
UniRef90_D4JGX6	1	1	1	1	1	1	1	1	1
UniRef90_D4JGY0	0	1	1	1	1	1	1	0	1
UniRef90_D4JH19	0	0	0	0	1	0	1	0	0
UniRef90_D4JH29	0	1	0	0	0	0	0	1	0
UniRef90_D4JH77	0	0	0	1	0	0	1	0	0
UniRef90_D4JH89	0	0	1	1	1	1	0	1	1
UniRef90_D4JH94	0	0	0	0	0	1	0	1	0
UniRef90_D4JHA9	0	0	0	1	0	0	0	0	0
UniRef90_D4JHB7	0	0	0	1	0	0	0	0	0
UniRef90_D4JHC3	0	0	0	0	0	0	1	1	0
UniRef90_D4JHE7	0	0	1	0	0	1	0	0	0
UniRef90_D4JHE8	0	0	0	0	0	1	0	0	0
UniRef90_D4JHF4	0	1	1	1	1	1	1	1	1
UniRef90_D4JHF9	0	0	0	0	0	0	0	1	0
UniRef90_D4JHG1	0	0	0	0	0	0	1	1	0
UniRef90_D4JHI3	1	0	0	0	1	1	0	1	1
UniRef90_D4JHK2	1	1	1	1	1	1	1	1	0
UniRef90_D4JHK5	0	0	1	0	0	1	0	0	0
UniRef90_D4JHK6	0	0	0	0	0	1	0	0	1
UniRef90_D4JHK9	0	0	0	0	0	1	0	0	0
UniRef90_D4JHL0	0	0	1	0	0	1	0	0	0
UniRef90_D4JHL1	0	0	0	0	0	1	0	0	0
UniRef90_D4JHL2	0	1	0	0	0	1	0	0	1
UniRef90_D4JHL3	0	0	0	0	0	1	0	0	0
UniRef90_D4JHL5	0	0	0	0	0	1	0	0	0
UniRef90_D4JHL6	1	0	1	0	0	1	1	0	0
UniRef90_D4JHL7	0	0	0	0	0	1	0	0	0
UniRef90_D4JHL9	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM0	1	0	0	0	0	1	0	0	0
UniRef90_D4JHM1	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM2	1	0	1	1	1	1	1	0	1
UniRef90_D4JHM3	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM4	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM6	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM8	0	0	0	0	0	1	0	0	0
UniRef90_D4JHM9	0	0	0	0	0	1	0	0	0
UniRef90_D4JHN0	0	0	0	0	0	1	0	0	0
UniRef90_D4JHP4	0	0	0	0	0	1	0	0	0
UniRef90_D4JHR4	0	1	1	0	0	0	1	1	1
UniRef90_D4JHS0	0	0	0	0	0	1	1	0	0
UniRef90_D4JHS1	0	0	0	0	0	1	0	0	0
UniRef90_D4JHT9	0	0	0	0	0	1	0	0	1
UniRef90_D4JHU1	1	1	1	1	1	1	1	1	1
UniRef90_D4JHU7	1	0	0	1	0	0	0	0	0
UniRef90_D4JHX2	1	0	0	0	0	0	0	0	0
UniRef90_D4JHX3	1	0	0	0	0	0	0	0	0
UniRef90_D4JHY6	0	0	0	0	0	1	1	0	0
UniRef90_D4JHZ1	0	0	0	0	0	0	0	1	0
UniRef90_D4JHZ3	0	1	0	1	0	1	0	0	0
UniRef90_D4JI14	0	0	0	0	0	1	0	0	0
UniRef90_D4JI15	0	0	0	0	0	1	0	1	1
UniRef90_D4JI16	0	0	0	1	1	1	0	0	0
UniRef90_D4JI17	0	0	0	0	0	1	0	0	0
UniRef90_D4JI18	0	0	0	0	0	1	0	0	0
UniRef90_D4JI20	0	0	0	0	0	1	0	0	0
UniRef90_D4JI21	0	0	0	0	0	1	0	0	0
UniRef90_D4JI22	0	0	0	0	0	1	0	0	0
UniRef90_D4JI24	0	0	0	0	0	1	0	0	0
UniRef90_D4JI44	1	0	0	0	1	1	1	0	1
UniRef90_D4JI53	1	1	1	1	1	1	1	1	1
UniRef90_D4JI54	0	0	0	1	0	0	0	0	0
UniRef90_D4JI58	0	1	0	0	0	0	0	0	1
UniRef90_D4JI71	1	1	1	1	1	1	1	1	1
UniRef90_D4JI73	1	1	0	1	0	1	1	0	0
UniRef90_D4JIA0	1	1	1	1	1	1	1	0	1
UniRef90_D4JIB3	0	1	1	1	0	1	1	1	1
UniRef90_D4JIB6	0	1	1	1	1	0	1	1	1
UniRef90_D4JIC4	0	0	1	1	1	1	1	0	0
UniRef90_D4JIC5	0	0	1	1	1	1	1	0	0
UniRef90_D4JIE7	1	1	1	1	1	1	1	1	1
UniRef90_D4JIH5	0	1	1	0	0	1	1	0	0
UniRef90_D4JIH9	0	0	1	1	0	1	0	0	0
UniRef90_D4JII1	0	0	0	0	0	1	1	0	0
UniRef90_D4JII8	0	0	0	1	0	0	0	0	0
UniRef90_D4JIJ7	1	0	1	1	0	0	1	1	0
UniRef90_D4JIJ8	1	0	0	0	0	0	0	0	0
UniRef90_D4JIJ9	0	1	0	0	0	1	0	0	0
UniRef90_D4JIK1	0	0	1	0	0	1	0	0	0
UniRef90_D4JIK2	0	0	1	0	0	1	0	0	0
UniRef90_D4JIK6	0	1	0	0	0	1	0	0	0
UniRef90_D4JIK7	1	1	0	0	0	1	0	0	0
UniRef90_D4JIL1	0	0	0	0	1	0	0	0	0
UniRef90_D4JIL3	0	0	0	0	0	0	0	0	1
UniRef90_D4JIL5	0	0	0	0	1	1	1	0	0
UniRef90_D4JIL9	0	1	0	0	1	1	0	0	0
UniRef90_D4JIM0	0	1	0	1	0	1	1	1	1
UniRef90_D4JIN1	0	1	1	1	0	1	0	1	0
UniRef90_D4JIN5	0	1	0	1	0	0	1	1	0
UniRef90_D4JIN7	0	0	0	1	0	1	0	0	0
UniRef90_D4JIN8	0	0	0	0	1	1	0	1	1
UniRef90_D4JIP0	0	1	0	1	0	0	0	1	0
UniRef90_D4JIP2	0	1	1	1	0	1	1	0	0
UniRef90_D4JIP9	0	1	1	0	1	1	1	0	1
UniRef90_D4JIQ0	0	0	0	0	1	0	1	0	1
UniRef90_D4JIR1	1	1	1	1	1	1	1	1	1
UniRef90_D4JIR2	1	1	1	1	1	1	1	1	1
UniRef90_D4JIS3	1	1	0	0	0	0	0	0	0
UniRef90_D4JIX7	0	0	0	1	1	1	0	0	0
UniRef90_D4JJ04	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ05	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ12	0	0	0	0	1	1	0	0	0
UniRef90_D4JJ36	0	0	1	1	0	1	1	0	0
UniRef90_D4JJ63	0	0	0	0	0	1	0	0	0
UniRef90_D4JJ64	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ73	1	1	1	1	1	1	1	1	1
UniRef90_D4JJ75	1	1	1	1	0	0	0	0	1
UniRef90_D4JJ76	1	0	1	1	0	0	0	0	0
UniRef90_D4JJ77	1	0	0	0	0	0	0	0	0
UniRef90_D4JJ82	0	1	1	0	0	1	1	0	1
UniRef90_D4JJ83	1	1	1	0	1	1	1	0	1
UniRef90_D4JJ84	1	0	1	0	1	1	0	0	0
UniRef90_D4JJ87	0	0	0	0	0	1	0	0	0
UniRef90_D4JJ88	0	0	1	0	0	1	0	0	0
UniRef90_D4JJ89	0	0	1	0	0	1	0	0	0
UniRef90_D4JJ90	0	0	1	0	1	1	1	0	0
UniRef90_D4JJ91	0	0	0	0	1	0	0	0	0
UniRef90_D4JJ93	1	0	1	0	1	1	1	0	0
UniRef90_D4JJE4	0	0	0	0	0	0	1	0	0
UniRef90_D4JJF5	0	1	0	0	1	0	1	1	0
UniRef90_D4JJF9	1	1	0	0	1	1	1	1	1
UniRef90_D4JJG0	0	0	0	0	1	1	0	1	1
UniRef90_D4JJJ2	0	0	0	1	1	0	1	0	0
UniRef90_D4JJL8	1	1	1	1	0	1	1	0	0
UniRef90_D4JJP5	1	0	0	1	0	0	0	1	1
UniRef90_D4JJP7	1	0	0	0	0	0	1	1	1
UniRef90_D4JJP8	1	0	0	1	0	1	1	1	1
UniRef90_D4JJQ5	0	0	0	0	0	0	0	1	1
UniRef90_D4JJR0	0	0	0	0	0	0	0	0	1
UniRef90_D4JJR1	0	0	0	0	0	0	0	0	1
UniRef90_D4JJR2	0	0	0	0	0	1	0	0	1
UniRef90_D4JJS0	1	0	1	1	1	1	0	0	0
UniRef90_D4JJS1	1	0	1	0	1	0	0	0	0
UniRef90_D4JJU1	0	0	1	1	0	0	0	0	0
UniRef90_D4JJV6	1	0	0	0	0	0	1	0	1
UniRef90_D4JJV7	1	0	0	0	0	0	1	0	1
UniRef90_D4JJV9	1	0	0	0	0	0	1	0	0
UniRef90_D4JJW1	1	0	0	0	0	0	0	0	0
UniRef90_D4JJW2	1	0	1	1	1	0	0	0	0
UniRef90_D4JJW3	1	0	1	1	1	0	0	0	0
UniRef90_D4JK00	1	1	0	1	1	1	1	1	1
UniRef90_D4JK08	1	1	1	1	1	1	1	1	1
UniRef90_D4JK26	0	1	0	0	0	0	1	0	0
UniRef90_D4JK43	1	1	1	1	1	1	0	1	1
UniRef90_D4JK92	1	0	0	0	0	0	0	0	0
UniRef90_D4JK95	1	1	1	0	0	0	1	1	1
UniRef90_D4JK96	1	0	0	0	0	0	1	1	0
UniRef90_D4JK99	1	0	0	0	0	0	0	0	0
UniRef90_D4JKA2	1	0	0	0	0	0	0	0	0
UniRef90_D4JKA3	1	0	0	0	0	0	0	0	0
UniRef90_D4JKA4	1	0	0	0	0	0	0	0	0
UniRef90_D4JKB5	0	0	0	0	0	1	0	0	0
UniRef90_D4JKE6	1	1	0	1	0	1	0	1	0
UniRef90_D4JKE9	0	0	0	1	0	0	0	0	0
UniRef90_D4JKF7	1	0	0	1	0	1	1	0	1
UniRef90_D4JKF8	0	0	1	1	0	0	1	1	0
UniRef90_D4JKF9	0	0	1	1	0	0	0	1	0
UniRef90_D4JKK3	1	1	1	1	1	1	1	1	1
UniRef90_D4JKK4	1	1	1	1	1	1	1	1	1
UniRef90_D4JKM4	1	1	1	1	1	1	1	1	1
UniRef90_D4JKM9	1	1	1	1	1	1	1	1	1
UniRef90_D4JKQ6	0	0	1	0	0	0	0	1	1
UniRef90_D4JKR3	0	0	1	0	0	0	0	0	0
